0,815,73
1,1373,155
2,2451,383
3,8222,809
4,8222,1222
5,11794,2545
6,21312,4690
7,54189,8595
8,60058,13925
9,95186,19184
10,215659,32116
11,215659,41236
12,288515,54193
13,1409191,133414
14,1409191,254923
15,3171982,598784
16,3171982,885364
17,5125484,1168279
18,5125484,1227764
19,5589820,1843124
20,5589820,1848184
21,5589820,2016400
22,5589820,2272200
23,5589820,2578506
24,5589820,2456872
25,5589820,2929904
26,5589820,2843765
27,5589820,3460514
28,6789775,3258259
29,6789775,3590539
30,6789775,3707629
31,6789775,4179002
32,6789775,3872695
33,6789775,3624814
34,6789775,3825453
35,6789775,3237767
36,6789775,3729709
37,6789775,3938154
38,6789775,4413522
39,6789775,4776818
40,6789775,4806184
41,6789775,4403677
42,6789775,4314029
43,6789775,4888328
44,6789775,5218378
45,6789775,5237785
46,6789775,4809984
47,6789775,4441900
48,6789775,4520315
49,6789775,4644139
