0,7067,187
1,7067,252
2,7067,342
3,7067,406
4,7067,609
5,7697,1043
6,7971,1604
7,8000,2461
8,8000,3354
9,8030,4296
10,8254,5700
11,8254,6309
12,8254,7074
13,8254,7093
14,8254,7481
15,8254,7277
16,8254,7305
17,8254,7589
18,8254,7711
19,8254,7673
20,8386,7679
21,8392,7512
22,8392,7427
23,8392,7576
24,8392,7725
25,8392,7627
26,8458,7829
27,8497,7856
28,8584,7667
29,8586,7845
30,8670,7844
31,8670,7840
32,8670,7745
33,8670,7764
34,8670,7621
35,8670,7757
36,8670,7587
37,8670,7679
38,8670,7662
39,8670,7638
40,8670,7846
41,8670,7757
42,8670,7671
43,8670,7567
44,8670,7750
45,8670,7750
46,8670,7695
47,8670,7117
48,8693,7629
49,8693,7720
50,8693,7594
51,8693,7480
52,8724,7361
53,8763,7785
54,8763,7729
55,8764,7838
56,8764,7724
57,8764,7368
58,8764,8071
59,8764,7658
60,8794,7520
61,8794,7352
62,8794,6870
63,8794,7368
64,8794,7730
65,8794,7689
66,8852,7911
67,8852,7342
68,8852,7442
69,8852,7595
70,8852,7417
71,8852,7563
72,8852,7323
73,8852,7829
74,8852,7097
75,8852,7173
76,8852,7486
77,8852,7204
78,8852,7409
79,8853,7295
80,8853,7464
81,8853,7200
82,8853,7702
83,8853,7661
84,8853,7738
85,8853,7454
86,8853,7944
87,8930,7820
88,8930,7820
89,8930,7468
90,8930,7485
91,8930,7426
92,8930,7246
93,8930,7339
94,8930,8016
95,8930,7541
96,8930,7141
97,8930,7835
98,8930,7823
99,8930,7403
