0,3784,152
1,7539,394
2,7539,786
3,7539,1178
4,7878,2211
5,7878,3403
6,7993,5015
7,8000,6285
8,8000,6906
9,8000,7211
10,8000,7275
11,8022,7556
12,8024,7566
13,8024,7676
14,8028,7644
15,8033,7675
16,8033,7655
17,8033,7737
18,8033,7617
19,8033,7621
20,8033,7685
21,8033,7810
22,8033,7767
23,8045,7715
24,8045,7674
25,8049,7637
26,8049,7732
27,8049,7768
28,8064,7778
29,8064,7783
30,8064,7747
31,8078,7796
32,8083,7702
33,8083,7750
34,8083,7811
35,8083,7631
36,8083,7621
37,8083,7726
38,8091,7892
39,8091,7629
40,8091,7682
41,8153,7692
42,8153,7869
43,8153,7834
44,8194,7615
45,8194,7767
46,8194,7732
47,8194,7892
48,8194,7931
49,8194,7853
50,8194,7706
51,8194,7782
52,8194,7688
53,8194,7826
54,8198,7854
55,8198,7733
56,8199,7779
57,8199,7795
58,8199,7762
59,8206,7787
60,8262,7770
61,8262,7420
62,8262,7770
63,8262,7886
64,8262,7808
65,8262,7732
66,8262,7715
67,8262,7658
68,8262,7935
69,8262,7833
70,8262,7807
71,8262,7620
72,8262,7848
73,8262,7835
74,8262,7931
75,8262,7883
76,8262,7775
77,8262,7508
78,8262,7595
79,8262,7675
80,8262,7553
81,8262,7724
82,8262,7772
83,8262,7871
84,8262,7866
85,8262,7865
86,8262,7911
87,8262,7855
88,8262,7791
89,8262,7795
90,8262,7777
91,8262,7982
92,8262,7876
93,8262,7660
94,8262,7934
95,8262,7590
96,8262,7665
97,8262,7870
98,8262,7873
99,8262,7753
